id,player_name,game_id,profile,created_at,duration_sec,btn_press_rate,btn_variety,btn_hold_avg_ms,lx_mean,ly_mean,lx_std,ly_std,lx_direction_changes,rx_mean,ry_mean,rx_std,ry_std,lt_mean,rt_mean,lt_brutality,rt_brutality,reaction_time_avg_ms,input_regularity,score,source
aa3b23db-9c61-40c9-a4ec-2622838a92fc,Alice,racing,Pilote maîtrisé,2026-02-22T22:20:00,118.859,0.000366,0.001398,0.211885,0.0,0.005532,0.495371,0.642294,0.001037,1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,3231,keyboard
84b5ab98-9f49-4a1e-a5fe-af1f7a94361d,Alice,racing,Pilote maîtrisé,2026-02-25T08:27:00,120.548,0.000494,0.001555,0.0,0.035578,0.013431,0.554981,0.646038,0.003323,0.0,1e-06,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,3769,keyboard
75860e63-aee4-4126-a1d6-937ee2876592,Baptiste,labyrinth,Explorateur,2026-02-04T15:19:00,96.606,0.0,0.002714,6.245869,0.0,0.017131,0.452618,0.435247,0.0,0.0,0.000457,0.0,0.000659,0.0,0.0,0.0,0.0,0.0,0.0,477,keyboard
cdd72e4e-94e7-44d0-9800-648acb535f6e,Baptiste,labyrinth,Explorateur,2026-02-04T20:07:00,97.719,0.002484,0.0,0.0,0.016682,0.0,0.39871,0.423054,0.001752,8.3e-05,0.000495,0.0,0.0,1e-06,0.0,2e-06,0.0,0.0,0.0,568,keyboard
345418ea-4984-440f-8e78-7bf6fd1f24e4,Baptiste,labyrinth,Explorateur,2026-02-18T19:38:00,91.701,0.0,0.0,8.747981,0.002415,0.0,0.555288,0.485656,0.011052,0.0,0.001221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569282,387,keyboard
1237f1c5-02bb-4d47-b90f-7a088ecb4955,Baptiste,labyrinth,Explorateur,2026-02-22T04:40:00,83.407,0.0,0.002748,0.0,0.005527,0.003634,0.425124,0.34111,0.012886,0.0,0.0,0.0,0.001193,2e-06,0.0,0.0,0.0,0.0,0.0,687,keyboard
e400641b-dc6e-42ce-b9ed-1b7ce93ce64f,Baptiste,shooter,Sniper,2026-02-15T12:38:00,61.822,0.281778,0.263257,20973.768887,0.024457,0.050708,0.439199,0.444352,0.173631,0.001328,0.0,0.092762,0.029974,0.0,1e-06,0.0,0.0,0.0,4.827299,5623,keyboard
fd5c3e8c-ce41-4916-aa50-582f970f3ef1,Baptiste,shooter,Sniper,2026-02-19T18:52:00,48.593,0.147904,0.282526,15202.25141,0.05814,0.00471,0.478751,0.489787,0.109438,0.0,0.001325,0.053652,0.056124,0.0,0.0,0.0,1e-06,0.0,10.593132,3657,keyboard
70b0205d-222e-4a8b-8721-fb5832480db6,Baptiste,shooter,Sniper,2026-02-11T15:42:00,76.277,0.29414,0.24216,11120.386745,0.00587,0.0,0.400515,0.477029,0.144118,0.000788,0.000544,0.064342,0.070291,0.0,0.0,0.0,2e-06,0.0,5.815103,4201,keyboard
dc33c9c5-6ba2-4d97-805d-4520b7674a10,Baptiste,shooter,Sniper,2026-02-20T09:05:00,70.222,0.224336,0.210151,10091.155532,0.044265,0.061144,0.475094,0.562097,0.115205,0.000542,0.0,0.036611,0.0137,0.0,0.0,0.0,0.0,0.0,2.451696,4395,keyboard
2bf25be2-c0b2-4152-8b70-2ef66fcca0f2,Baptiste,reflex,Réactif,2026-02-16T12:11:00,63.251,0.257527,0.382489,150.744382,0.018567,0.016748,0.052733,0.044004,0.0,0.0,0.0,0.0,0.0,0.003078,0.0,1e-06,0.0,0.0,1.123311,265,keyboard
60e43cf0-3f4c-4d87-91d8-9a67a6817e64,Baptiste,reflex,Réactif,2026-02-03T23:15:00,61.539,0.484854,0.310309,126.840573,0.034792,0.0,0.044593,0.04303,0.0,0.0,0.0,0.0,0.0,0.0,0.000716,0.0,0.0,0.0,2.318163,273,keyboard
d12ab161-325c-4705-9d70-7912344c13f4,Baptiste,reflex,Réactif,2026-02-19T20:35:00,58.0,0.408937,0.355311,132.952654,0.027823,0.029008,0.04623,0.003973,0.0,0.0,0.0,0.0,0.0,0.0,9.3e-05,0.0,0.0,0.0,1.893145,1876,keyboard
ac46a76b-9906-4ff2-9ce0-dd25b095b6a2,Baptiste,reflex,Réactif,2026-02-22T21:39:00,50.067,0.349015,0.036431,135.214907,0.009525,0.0,0.066627,0.02983,0.000993,0.0,0.0,0.0,0.0,0.001812,0.0,0.0,0.0,0.0,1.786064,0,keyboard
84919543-9b64-41e8-94b9-cb5fc61c578b,Baptiste,racing,Pilote instable,2026-02-25T13:00:00,113.364,0.0,0.325715,29.055519,0.111346,0.013065,0.53416,0.598278,0.160273,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335051,1201,keyboard
471c242f-48e7-416d-9857-734ea4f73c94,Baptiste,racing,Pilote instable,2026-02-12T17:07:00,113.326,0.072862,0.283356,68.937181,0.085531,0.006829,0.453892,0.44731,0.084052,0.0,0.0,0.0,0.0,0.000264,0.01001,0.0,0.0,0.0,1.395507,0,keyboard
c7706162-28a2-43f4-af9b-1778aa86a954,Baptiste,racing,Pilote instable,2026-02-13T11:31:00,106.726,0.071297,0.077786,89.737383,0.042964,0.003122,0.561785,0.587852,0.307408,1e-06,0.0,0.0,0.0,0.0,0.00588,0.0,0.0,0.0,1.241685,0,keyboard
27e3b727-b50c-4b77-9201-a72d93f830e7,Camille,labyrinth,Speedrunner,2026-02-14T04:06:00,33.849,0.012146,0.006174,0.0,0.097628,0.06735,0.625198,0.617676,0.096928,0.0,0.00022,0.0007,7e-05,0.0,0.0,0.0,1e-06,0.0,0.0,1088,keyboard
d7857bc6-c04a-4bc4-ba3e-2b526e2116f9,Camille,labyrinth,Speedrunner,2026-02-07T20:02:00,42.197,0.008322,0.007952,28.43324,0.051019,0.048471,0.788772,0.657218,0.034415,0.0,0.001019,0.001867,0.000698,0.0,0.0,0.0,0.0,0.0,0.0,980,keyboard
af656653-274f-4294-b15a-4744b4f0bbc0,Camille,labyrinth,Speedrunner,2026-02-05T14:46:00,89.494,0.006785,0.0,37.649537,0.084351,0.068011,0.680743,0.63944,0.109833,0.001325,0.000841,0.0,0.0,1e-06,0.0,1e-06,0.0,0.0,0.459137,831,keyboard
d768d551-2d22-4965-8b02-f9db5e6e221a,Camille,shooter,Sniper,2026-02-09T01:14:00,47.401,0.245768,0.163559,8483.096381,0.106415,0.037698,0.459535,0.46608,0.010533,0.000102,0.0,0.067375,0.068225,2e-06,0.0,0.0,1e-06,0.0,0.273233,2867,keyboard
e2cf57f8-a713-44ef-8b6e-133de8364b94,Camille,shooter,Sniper,2026-02-27T01:22:00,50.425,0.219716,0.222596,2838.580214,0.103249,0.024719,0.450731,0.505962,0.13274,0.0,0.0,0.013781,0.065596,1e-06,1e-06,1e-06,2e-06,0.0,11.076642,5558,keyboard
5662f3df-8046-456e-912e-a58107c2ce9f,Camille,shooter,Sniper,2026-02-13T17:49:00,54.82,0.103548,0.167204,4979.20681,0.035749,0.031691,0.427336,0.587243,0.069995,0.0,0.0,0.059547,0.059437,1e-06,0.0,0.0,0.0,0.0,0.611026,3868,keyboard
c8cb62db-afdb-41e5-ab26-c6628827f3fd,Camille,shooter,Sniper,2026-02-11T16:03:00,54.543,0.145205,0.142509,13581.571992,0.044609,0.006623,0.354483,0.437363,0.013552,0.000978,0.0,0.035057,0.039918,0.0,0.0,0.0,0.0,0.0,9.214679,5960,keyboard
ae91ab84-796f-4d13-beea-ce4c69b482b7,Camille,reflex,Réactif,2026-02-26T22:18:00,62.195,0.32896,0.421922,141.477402,0.032415,0.02053,0.045007,0.038103,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,1.562531,1333,keyboard
9fb2305a-e6b9-4553-a408-b7eab6cf4ed6,Camille,reflex,Réactif,2026-02-08T10:39:00,52.774,0.355691,0.30289,175.7387,0.0,0.0,0.039565,0.026389,0.0,0.0,0.0,2e-06,0.0,0.001305,0.000422,0.0,1e-06,0.0,1.391598,232,keyboard
36b68f54-f058-422e-be7e-c91696f1ae36,Camille,reflex,Réactif,2026-03-01T21:00:00,67.412,0.534922,0.405693,70.450039,0.059392,0.003674,0.023359,0.027957,0.000158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99519,1354,keyboard
d14bd783-08e8-411b-b6a8-226935999a0f,Camille,racing,Pilote instable,2026-03-02T20:47:00,111.218,0.0,0.12813,212.082786,0.021554,0.0099,0.545968,0.66544,0.058637,0.0,2e-06,1e-06,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,683,keyboard
f4c85f85-c0b2-4a1d-8513-6f5ef76730f1,Camille,racing,Pilote instable,2026-02-18T21:44:00,102.736,0.078468,0.009815,435.234728,0.102535,0.021687,0.581292,0.43955,0.122788,2e-06,0.0,0.0,0.0,0.0,0.011671,0.0,0.0,0.0,1.890984,1030,keyboard
a00fbe40-67ff-48eb-9bf2-9d7e65270810,Camille,racing,Pilote instable,2026-02-18T12:51:00,122.705,0.064691,0.38634,131.566386,0.013784,0.0,0.559584,0.480653,0.084888,0.0,0.0,0.0,0.0,0.0,0.014462,0.0,0.0,0.0,0.0,986,keyboard
23ff1dd9-1070-4d58-a493-da9518b6b954,Dylan,labyrinth,Speedrunner,2026-02-04T21:31:00,53.679,0.00491,0.0,34.117474,0.101915,0.0,0.646001,0.714294,0.271997,0.0,0.0,0.0,0.000248,1e-06,0.0,0.0,0.0,0.0,0.0,1373,keyboard
c141c586-1b78-405a-a786-8081ea114cd6,Dylan,labyrinth,Speedrunner,2026-02-12T19:39:00,48.647,0.005134,0.011721,48.093831,0.117292,0.0,0.554795,0.679299,0.122374,0.000881,0.0,0.0,0.00114,0.0,0.0,0.0,0.0,0.0,0.0,1152,keyboard
c6a66505-85e3-4f6c-a686-f274efc85a60,Dylan,labyrinth,Speedrunner,2026-02-02T18:22:00,62.062,0.005452,0.032465,95.821854,0.018656,0.0,0.73526,0.697254,0.139913,0.000886,0.0,0.002122,0.0,0.0,0.0,1e-06,1e-06,0.0,0.0,1033,keyboard
75e64703-2a79-4cf0-b511-305dbb39e1e9,Dylan,labyrinth,Speedrunner,2026-02-09T00:24:00,74.301,0.010151,0.0,0.0,0.071375,0.0,0.699236,0.554961,0.160685,0.0,0.000361,0.0,0.001165,0.0,0.0,0.0,0.0,0.0,0.18163,986,keyboard
aed5fea1-6c4e-4c74-bb8e-f9e178c19c34,Dylan,shooter,Sniper,2026-02-05T03:27:00,55.895,0.150418,0.171048,4983.153298,0.021912,0.052994,0.371771,0.477087,0.093852,0.0,0.0012,0.062267,0.058296,0.0,0.0,0.0,0.0,0.0,4.528003,7994,keyboard
9ed0548b-d618-437d-91b1-02021d1a1222,Dylan,shooter,Sniper,2026-02-16T13:27:00,58.19,0.240134,0.259131,14802.627389,0.096303,0.0,0.330316,0.423239,0.044304,0.000742,0.0,0.054106,0.070714,0.0,0.0,0.0,2e-06,0.0,5.709164,9644,keyboard
efad2126-3413-47a5-8438-1e92ebe71977,Dylan,shooter,Sniper,2026-02-03T16:59:00,53.825,0.158329,0.117839,4220.348943,0.017194,0.033828,0.332929,0.576972,0.140963,0.001401,0.0,0.053815,0.039838,0.0,0.0,0.0,0.0,0.0,6.543118,5184,keyboard
6833ec2d-fc94-4877-96f7-cbc27db3df6e,Dylan,shooter,Sniper,2026-02-27T01:56:00,61.571,0.048376,0.137077,29466.192006,0.074145,0.045668,0.367409,0.433851,0.135184,0.0,0.000901,0.064444,0.037476,0.0,2e-06,0.0,0.0,0.0,4.082787,5035,keyboard
9210e133-3ce2-4032-8ba1-06e696973bda,Dylan,reflex,Réactif,2026-02-21T00:52:00,57.061,0.212761,0.417082,141.327842,0.0,0.0,0.030611,0.024916,0.0,1e-06,1e-06,0.0,0.0,0.001658,0.0,0.0,2e-06,0.0,0.268712,140,keyboard
81236b9f-e396-419f-8528-1251f4951dd5,Dylan,reflex,Réactif,2026-02-02T15:46:00,66.837,0.293144,0.366028,176.99503,0.045814,0.0,0.014803,0.079441,0.000904,2e-06,0.0,0.0,1e-06,0.001944,0.000367,0.0,0.0,0.0,0.0,828,keyboard
cd925d03-90dc-4b9e-b6e4-ce0ffafd6434,Dylan,reflex,Réactif,2026-02-13T16:47:00,60.665,0.103764,0.413725,106.203015,0.012938,0.036119,0.048271,0.038141,9.1e-05,1e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.569812,1271,keyboard
ff52902e-ab30-4ef0-9f64-eada2a1c8a20,Dylan,racing,Pilote maîtrisé,2026-02-01T15:57:00,119.966,0.0,0.0,0.0,0.024349,0.018147,0.464715,0.625777,0.001174,0.0,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,3357,keyboard
d6fd7cfb-5b88-42f6-bc83-8607d3e94b99,Dylan,racing,Pilote maîtrisé,2026-02-16T06:31:00,118.579,0.000454,0.0,0.0,0.0,0.0,0.540602,0.659449,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,1e-06,0.0,0.0,0.270052,3598,keyboard
2523a321-e61b-403d-abd2-85e81d81e6b2,Dylan,racing,Pilote maîtrisé,2026-02-13T16:28:00,120.228,0.002799,0.005467,0.0,0.0,0.0,0.516701,0.627648,0.004876,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,3264,keyboard
b2762c31-37ef-4777-bdb5-8bab10ff2f5f,Elena,labyrinth,Explorateur,2026-02-04T06:30:00,95.976,0.001782,0.000562,0.0,0.005961,0.014767,0.520538,0.425096,0.003569,0.0,0.001369,0.000334,6.6e-05,0.0,0.0,1e-06,1e-06,0.0,0.228052,376,keyboard
b552fa1e-7690-48d6-9203-695e594a71e7,Elena,labyrinth,Explorateur,2026-02-20T21:38:00,90.124,0.0,0.0,4.883385,0.034992,0.007798,0.514889,0.381833,0.0,0.000537,0.0,0.0,0.000824,0.0,2e-06,2e-06,0.0,0.0,0.0,897,keyboard
49d59a2d-03db-41d5-a5f5-550db6a37599,Elena,labyrinth,Explorateur,2026-02-14T08:25:00,91.692,0.003355,5e-06,1.047848,0.03398,0.003273,0.455013,0.454079,0.0,0.0,0.0,0.000168,0.001112,0.0,1e-06,0.0,1e-06,0.0,0.175634,563,keyboard
d0b84ae5-fc39-41f2-9b6d-d8302fc7e91a,Elena,shooter,Rusheur,2026-02-13T07:55:00,18.387,0.0,0.178726,2440.298795,0.067552,0.005074,0.257361,0.503217,0.0,0.0,0.000963,0.01312,0.028167,1e-06,0.0,1e-06,0.0,0.0,0.455546,2831,keyboard
59b61297-c664-4e27-9cfc-15e9e4f10851,Elena,shooter,Rusheur,2026-03-01T01:49:00,43.044,0.127241,0.154461,3675.837995,0.008315,0.012071,0.324829,0.4781,0.012222,0.0,0.0,0.017431,0.016741,0.0,0.0,2e-06,0.0,0.0,2.565154,3549,keyboard
386b01b4-5a84-4e56-ae1f-fad789bff251,Elena,shooter,Rusheur,2026-02-13T19:57:00,17.002,0.382831,0.160151,3299.803578,0.0,0.010576,0.151197,0.478454,0.021651,0.001214,0.001759,0.022491,0.013333,0.0,0.0,0.0,0.0,0.0,0.052483,3101,keyboard
4ca6f64a-113d-4bd2-847b-136d4a6ff131,Elena,shooter,Rusheur,2026-02-06T16:30:00,53.34,0.348401,0.173372,1947.847811,0.036831,0.036311,0.386427,0.553495,0.014712,0.001093,0.00114,0.013296,0.003962,0.0,0.0,0.0,0.0,0.0,0.509369,0,keyboard
d0cfb108-9256-4dd3-87b4-fb43a0c71bc0,Elena,reflex,Réactif,2026-02-06T19:45:00,60.55,0.324752,0.19774,89.527205,0.003628,0.0226,0.045149,0.04229,0.0,0.0,0.0,2e-06,0.0,0.004297,0.0,2e-06,1e-06,0.0,3.174098,115,keyboard
35d44abd-62af-464c-9915-0e76fab547bd,Elena,reflex,Réactif,2026-02-01T13:51:00,58.661,0.423517,0.279131,89.367724,0.0,0.0,0.088973,0.000877,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,1.797182,689,keyboard
ce2e0d1f-c8ba-4dfc-a2cc-cabe38d9eefc,Elena,reflex,Réactif,2026-02-22T18:12:00,63.22,0.266698,0.257681,136.679662,0.0,0.023072,0.043298,0.055103,0.0,0.0,1e-06,1e-06,1e-06,0.000567,0.0,0.0,1e-06,0.0,0.457366,946,keyboard
74caf39e-1718-44cd-bb0c-aa9fce95b04f,Elena,racing,Pilote maîtrisé,2026-02-05T04:51:00,117.897,0.001029,0.002208,10.829212,0.0,0.019998,0.527439,0.624376,0.0,1e-06,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.113817,3667,keyboard
76adca03-22e4-4e67-b0db-75f7ca90875e,Elena,racing,Pilote maîtrisé,2026-02-11T08:16:00,120.518,0.0,0.002592,0.0,0.030241,0.0,0.486922,0.634426,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.402618,3230,keyboard
cfcad05c-24da-42b4-a9b2-e999a72659be,Elena,racing,Pilote maîtrisé,2026-02-02T16:40:00,120.713,0.000717,0.0,0.502273,0.038074,0.021639,0.445534,0.681297,0.00966,0.0,1e-06,0.0,2e-06,0.0,0.0,1e-06,1e-06,0.0,0.368363,3542,keyboard
06951625-27d8-4083-9c66-d276cd024163,Elena,racing,Pilote maîtrisé,2026-02-09T12:17:00,119.659,0.0,0.0,1.551207,0.024943,0.017548,0.508422,0.684134,0.004993,1e-06,0.0,1e-06,0.0,0.0,0.0,1e-06,1e-06,0.0,0.0,3318,keyboard
266a87b0-34b7-4ab9-886f-63b19bf31a04,Félix,labyrinth,Speedrunner,2026-02-13T13:59:00,45.475,0.01224,0.027143,63.660611,0.082152,0.040711,0.658141,0.712162,0.146569,0.00142,0.000715,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,1015,keyboard
06c6e137-7613-4d5c-9efb-234043cbb008,Félix,labyrinth,Speedrunner,2026-02-26T22:58:00,49.055,0.018175,0.0,88.795702,0.032028,0.041792,0.583733,0.62824,0.136474,4.2e-05,0.0,0.000663,0.001554,0.0,0.0,0.0,0.0,0.0,0.0,887,keyboard
e32943e2-0826-49ad-a87a-faf6b1ca38c4,Félix,labyrinth,Speedrunner,2026-02-05T07:06:00,47.172,0.000269,0.004865,109.980586,0.05399,0.055647,0.60399,0.596128,0.074809,0.0,0.0,0.000283,0.0,0.0,2e-06,1e-06,0.0,0.0,0.0,972,keyboard
a32a8632-8bf0-4264-a5f0-4b4dcb89a2d3,Félix,shooter,Sniper,2026-02-15T10:12:00,56.751,0.280193,0.258767,17137.231069,0.088497,0.045221,0.360335,0.492862,0.221575,0.0,0.000129,0.053728,0.043005,0.0,0.0,0.0,0.0,0.0,11.981232,11070,keyboard
69798822-f1f1-4c0d-84a3-4a29bb162e12,Félix,shooter,Sniper,2026-03-02T19:30:00,47.338,0.266155,0.252085,9774.306075,0.175787,0.03632,0.53888,0.566555,0.15766,0.000686,0.000398,0.054105,0.075753,0.0,0.0,0.0,0.0,0.0,4.645968,6923,keyboard
a3b8ad23-e8d6-4205-8054-3f7db220b91a,Félix,shooter,Sniper,2026-02-17T13:29:00,58.905,0.265314,0.265184,12747.185675,0.13016,0.08062,0.522933,0.567,0.07548,0.0,0.000775,0.020752,0.07633,2e-06,0.0,0.0,0.0,0.0,1.518382,6560,keyboard
3ed4f493-a62d-4181-9430-9248644a627a,Félix,shooter,Sniper,2026-02-19T13:11:00,47.354,0.133021,0.174943,20373.146325,0.030919,0.020063,0.462026,0.493115,0.047744,0.0,0.0,0.027427,0.048488,0.0,0.0,1e-06,0.0,0.0,8.646887,8740,keyboard
1b8dc8fa-becd-4af9-bdb4-dc17e1acef8a,Félix,reflex,Réactif,2026-02-12T15:48:00,64.031,0.377094,0.222133,63.59065,0.032231,0.01621,0.083481,0.043307,0.0,0.0,0.0,1e-06,0.0,0.000198,0.001654,1e-06,1e-06,0.0,1.03819,476,keyboard
1009eee1-6616-449f-a9ac-a8c02514d546,Félix,reflex,Réactif,2026-03-01T03:32:00,61.524,0.248306,0.20741,136.950582,0.019103,0.014697,0.074362,0.048569,0.0,2e-06,1e-06,0.0,0.0,0.000785,0.00048,1e-06,0.0,0.0,1.928935,495,keyboard
c3570439-32d4-44e5-a716-ab0ab4e122b6,Félix,reflex,Réactif,2026-02-22T20:00:00,56.087,0.387151,0.119285,83.12782,0.015948,0.035312,0.019538,0.016613,0.000433,0.0,1e-06,0.0,0.0,0.003045,0.0,0.0,0.0,0.0,2.178747,456,keyboard
386a484c-1b7e-40cd-a2cf-8440e33551b6,Félix,racing,Pilote instable,2026-02-25T20:13:00,108.175,0.02313,0.208342,162.999374,0.095252,0.0,0.452444,0.695593,0.081815,1e-06,0.0,0.0,0.0,0.000582,0.002499,3e-06,1e-06,0.0,1.470106,1575,keyboard
d8de8053-627c-44d9-8e9e-1e6f0dc498bb,Félix,racing,Pilote instable,2026-02-17T09:33:00,117.856,0.118328,0.0,41.733996,0.089217,0.014478,0.529178,0.716361,0.080481,0.0,0.0,0.0,0.0,0.0,0.002189,0.0,0.0,0.0,0.0,1454,keyboard
518b50bd-2848-4b80-bb0b-68a2350f318d,Félix,racing,Pilote instable,2026-02-14T09:19:00,124.853,0.046899,0.099199,258.447021,0.063757,0.019543,0.467307,0.538561,0.021088,1e-06,1e-06,0.0,0.0,0.0,0.001434,1e-06,0.0,0.0,1.350562,846,keyboard
479a7c95-8d46-4c76-9558-78ee325fabc9,Giulia,labyrinth,Speedrunner,2026-02-16T04:20:00,50.521,0.022755,0.0,22.313829,0.003212,0.049555,0.607023,0.768221,0.02413,0.0,0.0,0.000367,0.001356,0.0,0.0,0.0,1e-06,0.0,0.0,946,keyboard
eac4cf50-495f-460d-b5b5-267b44192ef5,Giulia,labyrinth,Speedrunner,2026-02-08T21:44:00,52.43,0.00774,0.019807,16.792402,0.102863,0.00998,0.678834,0.672563,0.116166,0.0,0.000647,0.000908,0.0,1e-06,1e-06,0.0,1e-06,0.0,0.0,932,keyboard
af343843-2582-4568-9810-dfc7abe4e4d5,Giulia,labyrinth,Speedrunner,2026-02-06T05:27:00,49.065,0.0,0.023337,74.387215,0.022297,0.0276,0.616604,0.639863,0.184177,0.0,0.000666,0.0,0.001065,0.0,2e-06,0.0,1e-06,0.0,0.0,686,keyboard
3b77f820-2ff3-44ec-8327-14a9d55c8f3c,Giulia,shooter,Rusheur,2026-02-26T17:17:00,45.066,0.255714,0.131824,0.0,0.042412,0.0,0.448675,0.454185,0.007537,0.002089,0.000802,0.009659,0.012358,2e-06,0.0,1e-06,1e-06,0.0,2.104458,2795,keyboard
bf3cf39d-427d-479d-a022-483472f2f9a4,Giulia,shooter,Rusheur,2026-02-23T03:24:00,30.601,0.043341,0.184517,4682.836595,0.054509,0.0,0.250013,0.421381,0.005081,0.002172,0.0,0.037578,0.004675,0.0,0.0,1e-06,1e-06,0.0,0.0,631,keyboard
f1262f85-89ff-4074-a44d-8b46c5d65c2a,Giulia,shooter,Rusheur,2026-02-14T16:12:00,10.74,0.091116,0.188353,2056.798955,0.011552,0.001199,0.21495,0.384761,0.0,0.0,0.0,0.007127,0.00302,1e-06,0.0,1e-06,0.0,0.0,0.951604,6122,keyboard
b2c2947a-ff83-4bc1-89fc-a0dc4c70b60c,Giulia,shooter,Rusheur,2026-02-18T12:32:00,59.902,0.385708,0.153984,1584.793791,0.076714,0.0,0.386026,0.516924,0.00504,0.000198,0.000759,0.0,0.00195,1e-06,0.0,0.0,0.0,0.0,2.687839,2270,keyboard
fb92ea50-578d-4a89-97f8-79204ee384bc,Giulia,reflex,Hésitant,2026-02-01T21:43:00,73.23,0.242577,0.373165,198.745252,0.012327,0.008909,0.0,0.002941,0.000622,0.0,1e-06,0.0,0.0,0.045195,0.002177,0.0,0.0,0.0,0.0,223,keyboard
d1f99bf8-b146-4029-987c-e35b53482319,Giulia,reflex,Hésitant,2026-02-17T17:21:00,37.694,0.337912,0.228024,208.777316,0.017062,0.005204,0.0,0.0,0.0,0.0,1e-06,0.0,1e-06,0.065909,0.0,0.0,0.0,0.0,3.61019,273,keyboard
ca2ca349-10a7-48a4-b40f-df3671db9eba,Giulia,reflex,Hésitant,2026-02-22T19:50:00,27.634,0.231156,0.365522,189.676157,0.004328,0.006773,0.0,0.000188,0.0,0.0,0.0,2e-06,2e-06,0.044589,0.0,0.0,0.0,0.0,4.815765,793,keyboard
